title,authors,publish_date,journal_name,doi,citations
"The MIS5 Pietersburg at ‘28’ Bushman Rock Shelter, Limpopo Province, South Africa","Guillaume Porraz, Aurore Val, Chantal Tribolo, Norbert Mercier, Paloma de la Peña, Magnus M. Haaland, Marina Igreja, Christopher E. Miller, Viola C. Schmid",published 10 Oct 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0202853,32
Perceptions of community safety and social activity participation among youth in South Africa,"Nicole De Wet, Oluwaseyi Somefun, Ndivhuwo Rambau",published 18 May 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0197549,16
Health care providers’ compliance with the notifiable diseases surveillance system in South Africa,"Frew Gerald Benson, Jonathan Levin, Laetitia Charmaine Rispel",published 09 Apr 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0195194,11
"Barriers to early presentation of breast cancer among women in Soweto, South Africa","Maureen Joffe, Oluwatosin Ayeni, Shane Anthony Norris, Valerie Ann McCormack, Paul Ruff, Ishani Das, Alfred I. Neugut, Judith S. Jacobson, Herbert Cubasch",published 02 Feb 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0192071,59
Higher retention and viral suppression with adolescent-focused HIV clinic in South Africa,"Brian C. Zanoni, Thobekile Sibaya, Chelline Cairns, Sara Lammert, Jessica E. Haberer",published 29 Dec 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0190260,79
"Genomic and phenotypic characterisation of fluoroquinolone resistance mechanisms in Enterobacteriaceae in Durban, South Africa","John Osei Sekyere, Daniel Gyamfi Amoako",published 21 Jun 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0178888,52
Prioritising surveillance for alien organisms transported as stowaways on ships travelling to South Africa,"Katelyn T. Faulkner, Mark P. Robertson, Mathieu Rouget, John R. U. Wilson",published 05 Apr 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0173340,20
"Fossil Carder Bee's Nest from the Hominin Locality of Taung, South Africa","Jennifer F. Parker, Philip J. Hopley, Brian F. Kuhn",published 28 Sep 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0161198,2
Phylogeography of a Morphologically Cryptic Golden Mole Assemblage from South-Eastern Africa,"Samantha Mynhardt, Sarita Maree, Illona Pelser, Nigel C. Bennett, Gary N. Bronner, John W. Wilson, Paulette Bloomer",published 18 Dec 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0144995,18
Piloting PrePex for Adult and Adolescent Male Circumcision in South Africa – Pain Is an Issue,"Limakatso Lebina, Noah Taruberekera, Minja Milovanovic, Karin Hatzold, Miriam Mhazo, Cynthia Nhlapo, Nkeko Tshabangu, Mmatsie Manentsa, Victoria Kazangarare, Millicent Makola, Scott Billy, Neil Martinson",published 25 Sep 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0138755,16
"Knowledge of HIV Serodiscordance, Transmission, and Prevention among Couples in Durban, South Africa","William Kilembe, Kristin M. Wall, Mammekwa Mokgoro, Annie Mwaanga, Elisabeth Dissen, Miriam Kamusoko, Hilda Phiri, Jean Sakulanda, Jonathan Davitte, Tarylee Reddy, Mark Brockman, Thumbi Ndung’u, Susan Allen",published 20 Apr 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0124548,29
Participation Dynamics in Population-Based Longitudinal HIV Surveillance in Rural South Africa,"Joseph Larmarange, Joël Mossong, Till Bärnighausen, Marie Louise Newell",published 13 Apr 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0123345,41
Patient Experiences following Acute HIV Infection Diagnosis and Counseling in South Africa,"Benjamin J. Wolpaw, Catherine Mathews, Yolisa Mtshizana, Mickey Chopra, Diana Hardie, Mark N. Lurie, Virginia De Azevedo, Karen Jennings",published 25 Aug 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0105459,6
Four Models of HIV Counseling and Testing: Utilization and Test Results in South Africa,"Tonderai Mabuto, Mary H. Latka, Bulelani Kuwane, Gavin J. Churchyard, Salome Charalambous, Christopher J. Hoffmann",published 11 Jul 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0102267,45
"Quartz Knapping Strategies in the Howiesons Poort at Sibudu (KwaZulu-Natal, South Africa)","Paloma de la Peña, Lyn Wadley",published 11 Jul 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0101534,51
"Correction: Deagrarianisation and Forest Revegetation in a Biodiversity Hotspot on the Wild Coast, South Africa",The PLOS ONE Staff,published 11 Jun 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0100463,5
"Missed Opportunities for Retention in Pre-ART Care in Cape Town, South Africa","Elizabeth du Toit, Cari van Schalkwyk, Rory Dunbar, Karen Jennings, Blia Yang, David Coetzee, Nulda Beyers",published 07 May 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0096867,7
Incidence of TB and HIV in Prospectively Followed Household Contacts of TB Index Patients in South Africa,"Cari van Schalkwyk, Ebrahim Variava, Adrienne E. Shapiro, Modiehi Rakgokong, Katlego Masonoke, Limakatso Lebina, Alex Welte, Neil Martinson",published 23 Apr 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0095372,17
"Host Specificity And Co-Speciation In Avian Haemosporidia In The Western Cape, South Africa","Sharon Okanga, Graeme S. Cumming, Philip A. R. Hockey, Lisa Nupen, Jeffrey L. Peters",published 03 Feb 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0086382,17
Costs of Promoting Exclusive Breastfeeding at Community Level in Three Sites in South Africa,"Lungiswa Leonora Nkonki, Emmanuelle Daviaud, Debra Jackson, Lumbwe Chola, Tanya Doherty, Mickey Chopra, Bjarne Robberstad, for the Promise-EBF Study Group",published 10 Jan 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0079784,12
Factors Associated with Coverage of Cotrimoxazole Prophylaxis in HIV-Exposed Children in South Africa,"Dhayendre Moodley, Leanne Reddy, Wisani Mahungo, Rebotile Masha",published 07 May 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0063273,10
Population Genetics of,"Minette Karsten, Bettine Jansen van Vuuren, Adeline Barnaud, John S. Terblanche",published 16 Jan 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0054281,53
Causes of Death on Antiretroviral Therapy: A Post-Mortem Study from South Africa,"Emily B. Wong, Tanvier Omar, Gosetsemang J. Setlhako, Regina Osih, Charles Feldman, David M. Murdoch, Neil A. Martinson, David R. Bangsberg, W. D. F. Venter",published 16 Oct 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0047542,116
"Recognizing Intimate Partner Violence in Primary Care: Western Cape, South Africa","Kate Joyner, Robert Mash",published 05 Jan 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0029540,43
"Spread of Extensively Drug-Resistant Tuberculosis in KwaZulu-Natal Province, South Africa","Prashini Moodley, N. Sarita Shah, Nabihah Tayob, Cathy Connolly, Nicola Zetola, Neel Gandhi, Gerald Friedland, A. Willem Sturm",published 31 May 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0017513,32
Progression to AIDS in South Africa Is Associated with both Reverting                    and Compensatory Viral Mutations,"Kuan-Hsiang Gary Huang, Dominique Goedhals, Jonathan M. Carlson, Mark A. Brockman, Swati Mishra, Zabrina L. Brumme, Stephen Hickling, Christopher S. W. Tang, Toshiyuki Miura, Chris Seebregts, David Heckerman, Thumbi Ndung'u, Bruce Walker, Paul Klenerman, Dewald Steyn, Philip Goulder, Rodney Phillips, Bloemfontein-Oxford Collaborative Group , Cloete van Vuuren, John Frater",published 22 Apr 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0019018,54
"The Effects of Herbivory by a Mega- and Mesoherbivore on Tree Recruitment in Sand Forest, South Africa","D. D. Georgette Lagendijk, Robin L. Mackey, Bruce R. Page, Rob Slotow",published 22 Mar 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0017983,32
Decline of Birds in a Human Modified Coastal Dune Forest Landscape in South Africa,"Morgan J. Trimble, Rudi J. van Aarde",published 13 Jan 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0016176,9
Comparative Genomic Analysis of Clinical Strains of,"Beatriz Quiñones, Magalie R. Guilhabert, William G. Miller, Robert E. Mandrell, Albert J. Lastovica, Craig T. Parker",published 23 Apr 2008,PLOS ONE,https://doi.org/10.1371/journal.pone.0002015,24
Clinical Determinants of HIV-1B Between-Host Evolution and their Association with Drug Resistance in Pediatric Patients,"Israel Pagán, Patricia Rojas, José Tomás Ramos, África Holguín",published 01 Dec 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0167383,3
Small-area variation  of cardiovascular diseases and select risk factors and their association to household and area poverty in South Africa: Capturing emerging trends in South Africa to better target local level interventions,"Ntabozuko Dwane, Njeri Wabiri, Samuel Manda",published 22 Apr 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0230564,6
A Morbidity Survey of South African Primary Care,"Bob Mash, Lara Fairall, Olubunmi Adejayan, Omozuanvbo Ikpefan, Jyoti Kumari, Shaheed Mathee, Ronit Okun, Willy Yogolelo",published 16 Mar 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0032358,105
Comparison of a Real-Time Multiplex PCR and Sequetyping Assay for Pneumococcal Serotyping,"Felix S. Dube, Suzan P. van Mens, Lourens Robberts, Nicole Wolter, Paul Nicol, Joseph Mafofo, Samantha Africa, Heather J. Zar, Mark P. Nicol",published 03 Sep 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0137349,18
Will China-Africa trade increase Africa’s carbon emissions?,"Jiu-Jin Li, Jiemin Huang, Chen Wen, Shuang Zhang",published 17 Nov 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0289792,0
Psychological profiles of South African smallholder farmers,"Navjot Bhullar, Nkhanedzeni B. Nengovhela, Livhuwani Mudau, Renato A. Villano, Isaac Koomson, Heather M. Burrow",published 21 Feb 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0265634,4
"Poly-arginine-18 peptides do not exacerbate bleeding, or improve functional outcomes following collagenase-induced intracerebral hemorrhage in the rat","Lane Liddle, Ryan Reinders, Samantha South, David Blacker, Neville Knuckey, Frederick Colbourne, Bruno Meloni",published 07 Nov 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0224870,12
Rats Eat a Cafeteria-Style Diet to Excess but Eat Smaller Amounts and Less Frequently when Tested with Chow,"Timothy South, Nathan M. Holmes, Sarah I. Martire, R. Frederick Westbrook, Margaret J. Morris",published 21 Apr 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0093506,21
Increase of Transmitted Drug Resistance among HIV-Infected Sub-Saharan Africans Residing in Spain in Contrast to the Native Population,"Gonzalo Yebra, Miguel de Mulder, María Jesús Pérez-Elías, José Antonio Pérez-Molina, Juan Carlos Galán, Jara Llenas-García, Santiago Moreno, África Holguín",published 25 Oct 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0026757,29
"Morphological characterization of Sussex cattle at Huntersvlei farm, Free State Province, South Africa","Lubabalo Bila, Dikeledi Petunia Malatji, Thobela Louis Tyasi",published 26 Sep 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0292088,0
"Evaluation of the rubella surveillance system in South Africa, 2016–2018: A cross-sectional study","Fhatuwani Gavhi, Alex De Voux, Lazarus Kuonza, Nkengafac Villyen Motaze",published 23 Jun 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0287170,1
"Long-term mammal herbivory on arthropod assemblages at Kruger National Park, South Africa","Ludzula Mukwevho, Tatenda Dalu, Frank Chidawanyika",published 02 Jun 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0286396,1
Perspectives about social support among unmarried pregnant university students in South Africa,"Thandiwe Msipu Phiri, Patrick Nyamaruze, Olagoke Akintola",published 24 Apr 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0284906,2
"Prevalence of multimorbidity in men of African descent with and without prostate cancer in Soweto, South Africa","Witness Mapanga, Shane A. Norris, Ashleigh Craig, Yoanna Pumpalova, Oluwatosin A. Ayeni, Wenlong Carl Chen, Judith S. Jacobson, Alfred I. Neugut, Mazvita Muchengeti, Audrey Pentz, Sean Doherty, Shauli Minkowitz, Mohammed Haffejee, Tim Rebbeck, Maureen Joffe",published 18 Oct 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0276050,2
Costs of implementing universal test and treat in three correctional facilities in South Africa and Zambia,"Rachel Mukora, Helene J. Smith, Michael E. Herce, Lucy Chimoyi, Harry Hausler, Katherine L. Fielding, Salome Charalambous, Christopher J. Hoffmann",published 25 Aug 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0272595,2
"complex, national laboratory-based surveillance in South Africa, 2017 to 2019","Olga Perovic, Adrian Duse, Vindana Chibabhai, Marianne Black, Mohamed Said, Elizabeth Prentice, Jeannette Wadula, Yesholata Mahabeer, K. Swe Swe Han, Ruth Mogokotleng, Wilhelmina Strasheim, Michelle Lowe, Sabelle Jallow, Husna Ismail, for GERMS-SA",published 04 Aug 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0271355,9
Developing welfare parameters for African elephants (,"Marion E. Garai, Tenisha Roos, Tamara Eggeling, André Ganswindt, Yolanda Pretorius, Michelle Henley",published 24 Mar 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0264931,2
Correction: Multi-criteria suitability analysis for neglected and underutilised crop species in South Africa,"Hillary Mugiyo, Vimbayi G. P. Chimonyo, Mbulisi Sibanda, Richard Kunz, Luxon Nhamo, Cecelia R. Masemola, Carole Dalin, Albert T. Modi, Tafadzwa Mabhaudhi",published 27 Oct 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0259427,2
Factors associated with serious outcomes of pneumonia among children in a birth cohort in South Africa,"David M. Le Roux, Mark P. Nicol, Aneesa Vanker, Polite M. Nduru, Heather J. Zar",published 13 Aug 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0255790,9
"Program sustainability post PEPFAR direct service support in the Western Cape, South Africa","Jessica Chiliza, Richard Laing, Frank Goodrich Feeley III, Christina P. C. Borba",published 24 May 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0251230,11
The compounding effect of having HIV and a disability on child mortality among mothers in South Africa,"Ilhom Akobirshoev, Hussaini Zandam, Allyala Nandakumar, Nora Groce, Mark Blecher, Monika Mitra",published 05 May 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0251183,0
Employment preferences of healthcare workers in South Africa: Findings from a discrete choice experiment,"Alexandra Mumbauer, Michael Strauss, Gavin George, Phuti Ngwepe, Charl Bezuidenhout, Lindsey de Vos, Andrew Medina-Marino",published 28 Apr 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0250652,14
"Societal context-dependent multi-modal transportation network augmentation in Johannesburg, South Africa","Thembani Moyo, Alain Y. Kibangou, Walter Musakwa",published 08 Apr 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0249014,6
Use of social media big data as a novel HIV surveillance tool in South Africa,"Alastair van Heerden, Sean Young",published 02 Oct 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0239304,21
Retrospective record review of pregnant women treated for rifampicin-resistant tuberculosis in South Africa,"Martie van der Walt, Sikhethiwe Masuku, Sonja Botha, Tshifhiwa Nkwenika, Karen H. Keddy",published 24 Sep 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0239018,11
Identifying and predicting longitudinal trajectories of care for people newly diagnosed with HIV in South Africa,"Laura Platt, Ai Xu, Janet Giddy, Laura M. Bogart, Andrew Boulle, Robert A. Parker, Elena Losina, Ingrid V. Bassett",published 21 Sep 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0238975,6
The cost and cost implications of implementing the integrated chronic disease management model in South Africa,"Limakatso Lebina, Mary Kawonga, Tolu Oni, Hae-Young Kim, Olufunke A. Alaba",published 26 Jun 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0235429,11
"The role of cultural norms in shaping attitudes towards amphibians in Cape Town, South Africa","Peta Brom, Pippin Anderson, Alan Channing, Leslie G. Underhill",published 24 Feb 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0219331,8
Socio-economic characteristics and career intentions of the WiSDOM health professional cohort in South Africa,"Laetitia Charmaine Rispel, Prudence Ditlopo, Janine Anthea White, Duane Blaauw",published 21 Oct 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0223739,10
Assessing introgressive hybridization in roan antelope (,"Anna M. van Wyk, Desiré L. Dalton, Antoinette Kotzé, J. Paul Grobler, Prudent S. Mokgokong, Anna S. Kropff, Bettine Jansen van Vuuren",published 18 Oct 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0213961,5
"The burden of oral conditions among adolescents living with HIV at a clinic in Johannesburg, South Africa","Yolanda Malele Kolisa, Veerasamy Yengopal, Khumbo Shumba, Jude Igumbor",published 16 Oct 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0222568,9
Homicide pattern among adolescents: A national epidemiological study of child homicide in South Africa,"Shanaaz Mathews, Naeemah Abrahams, Lorna J. Martin, Carl Lombard, Rachel Jewkes",published 29 Aug 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0221415,9
"Cost outcome analysis of decentralized care for drug-resistant tuberculosis in Johannesburg, South Africa","Craig van Rensburg, Rebecca Berhanu, Kamban Hirasen, Denise Evans, Sydney Rosen, Lawrence Long",published 06 Jun 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0217820,11
Stock-outs of antiretroviral and tuberculosis medicines in South Africa: A national cross-sectional survey,"Bella Hwang, Amir Shroufi, Tinne Gils, Sarah Jane Steele, Anna Grimsrud, Andrew Boulle, Anele Yawa, Sasha Stevenson, Lauren Jankelowitz, Marije Versteeg-Mojanaga, Indira Govender, John Stephens, Julia Hill, Kristal Duncan, Gilles van Cutsem",published 12 Mar 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0212405,37
